## MB CDI: WGs

# Note: no stress, alternates (/) on separate lines, phrases on same line, shh removed

Children
Word      	Length    	PS1       	PS2       	PS3       	PS4       	PS5       	PS6       	PS7       	PS8       	PS9       	PS10      	PS11      	PS12      	PS13      	PS14      	PS15      	PS16      	PS sum    	PS avg    	B1        	B2        	B3        	B4        	B5        	B6        	B7        	B8        	B9        	B10       	B11       	B12       	B13       	B14       	B15       	B sum     	B avg     	ND        	Neighbors 
Tena4     	5         	0.016524  	0.148072  	0.090652  	0.189762  	0.160437  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.605448  	0.12109   	0.005969  	0.018219  	0.008982  	0.071366  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.104535  	0.026134  	3         	Tena Tera4 Zena4 
Tera4     	5         	0.016524  	0.148072  	0.015595  	0.189762  	0.160437  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.530391  	0.106078  	0.005969  	0.003316  	0.00639   	0.071366  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.087041  	0.02176   	2         	sera4 Tena4 
kome4     	5         	0.135646  	0.157271  	0.048747  	0.119055  	0.160437  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.621157  	0.124231  	0.042469  	0.013792  	0.004337  	0.040049  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.100648  	0.025162  	3         	koxe4 kose4 kore4 
kore4     	5         	0.135646  	0.157271  	0.015595  	0.119055  	0.160437  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.588005  	0.117601  	0.042469  	0.00465   	0.00349   	0.040049  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.090658  	0.022665  	3         	koxe4 kose4 kome4 
da4       	3         	0.044229  	0.24001   	0.117979  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.402218  	0.134073  	0.003826  	0.048279  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.052105  	0.026052  	3         	pa4 ma4 da4i 
deTi4     	5         	0.044229  	0.148072  	0.020257  	0.09605   	0.160437  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.469045  	0.093809  	0.021894  	0.003838  	0.006167  	0.012155  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.044054  	0.011013  	0         	
desaLuna4 	9         	0.044229  	0.148072  	0.071438  	0.189762  	0.012933  	0.010706  	0.087029  	0.242582  	0.254372  	--        	--        	--        	--        	--        	--        	--        	1.061123  	0.117903  	0.021894  	0.020117  	0.01228   	0.005496  	0.002323  	0.007633  	0.034367  	0.190991  	--        	--        	--        	--        	--        	--        	--        	0.295102  	0.036888  	0         	
dibuxa4   	7         	0.044229  	0.097923  	0.048595  	0.023271  	0.01308   	0.226442  	0.173477  	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.627016  	0.089574  	0.007001  	0.005255  	0.002354  	0.003008  	0.006932  	0.11588   	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.14043   	0.023405  	0         	
dole4     	5         	0.044229  	0.157271  	0.078773  	0.119055  	0.160437  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.559765  	0.111953  	0.006799  	0.026136  	0.012718  	0.040049  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.085702  	0.021426  	1         	ole4 
do4mi4    	6         	0.044229  	0.157271  	0.117979  	0.020178  	0.057341  	0.153336  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.550335  	0.091722  	0.006799  	0.024187  	0.006366  	0.005772  	0.01173   	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.054854  	0.010971  	0         	
empuxa4   	7         	0.055104  	0.011507  	0.030267  	0.023271  	0.01308   	0.226442  	0.173477  	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.533146  	0.076164  	0.002055  	0.002649  	0.002077  	0.003008  	0.006932  	0.11588   	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.132601  	0.0221    	0         	
enseJa4   	7         	0.055104  	0.034769  	0.071438  	0.119055  	0.004835  	0.226442  	0.173477  	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.68512   	0.097874  	0.017501  	0.00204   	0.006732  	0.002982  	0.002862  	0.11588   	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.147997  	0.024666  	0         	
esk4ibi4  	8         	0.055104  	0.033445  	0.053823  	0.05643   	0.057341  	0.008631  	0.055462  	0.198574  	--        	--        	--        	--        	--        	--        	--        	--        	0.51881   	0.064851  	0.022948  	0.012059  	0.001868  	0.007642  	0.001644  	0.002859  	0.024262  	--        	--        	--        	--        	--        	--        	--        	--        	0.073282  	0.010469  	0         	
espe4a4   	7         	0.055104  	0.033445  	0.030267  	0.119055  	0.160437  	0.226442  	0.173477  	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.798226  	0.114032  	0.022948  	0.004735  	0.006643  	0.040049  	0.024807  	0.11588   	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.215063  	0.035844  	0         	
i4        	2         	0.016364  	0.052715  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.069079  	0.03454   	0.002541  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.002541  	0.002541  	4         	i mi4 oi4 i4e 
xuga4     	5         	0.024177  	0.060123  	0.024834  	0.189762  	0.160437  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.459334  	0.091867  	0.004712  	0.002423  	0.012689  	0.071366  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.09119   	0.022797  	1         	luga4 
laba4     	5         	0.029934  	0.24001   	0.048595  	0.189762  	0.160437  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.668739  	0.133748  	0.010286  	0.017944  	0.010351  	0.071366  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.109948  	0.027487  	1         	klaba4 
lee4      	4         	0.029934  	0.148072  	0.07349   	0.05643   	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.307927  	0.076982  	0.007915  	0.000517  	0.015321  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.023754  	0.007918  	0         	
Zeba4     	5         	0.011097  	0.148072  	0.048595  	0.189762  	0.160437  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.557963  	0.111593  	0.002953  	0.007186  	0.010351  	0.071366  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.091856  	0.022964  	3         	Zena4 neba4 Zega4 
Zo4a4     	5         	0.011097  	0.157271  	0.117979  	0.189762  	0.160437  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.636546  	0.127309  	0.003427  	0.024187  	0.020941  	0.071366  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.119921  	0.02998   	1         	mo4a4 
mete4     	5         	0.084687  	0.148072  	0.051006  	0.119055  	0.160437  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.563258  	0.112652  	0.013667  	0.004344  	0.009132  	0.040049  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.067193  	0.016798  	1         	mjete4 
mi4a4     	5         	0.084687  	0.097923  	0.117979  	0.189762  	0.160437  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.650788  	0.130158  	0.010379  	0.011273  	0.020941  	0.071366  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.113959  	0.02849   	3         	mi4a ti4a4 mo4a4 
moxa4     	5         	0.084687  	0.157271  	0.0253    	0.189762  	0.160437  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.617457  	0.123491  	0.016345  	0.004343  	0.009602  	0.071366  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.101656  	0.025414  	1         	mo4a4 
mo4de4    	6         	0.084687  	0.157271  	0.117979  	0.029349  	0.096101  	0.153336  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.638724  	0.106454  	0.016345  	0.024187  	0.008501  	0.009497  	0.033559  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.092088  	0.018418  	0         	
