Children
Word      	Length    	PS1       	PS2       	PS3       	PS4       	PS5       	PS6       	PS7       	PS8       	PS9       	PS10      	PS11      	PS12      	PS13      	PS14      	PS15      	PS sum    	PS avg    	B1        	B2        	B3        	B4        	B5        	B6        	B7        	B8        	B9        	B10       	B11       	B12       	B13       	B14       	B sum     	B avg     	ND        	Neighbors 
kuCILo    	6         	0.137479  	0.031816  	0.012221  	0.067935  	0.010659  	0.13705   	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.39716   	0.066193  	0.004411  	0.002766  	0.001886  	0.003303  	0.003126  	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.015492  	0.003098  	1         	kuCILo 
dinE4o    	6         	0.057161  	0.051302  	0.09504   	0.054536  	0.106466  	0.13705   	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.501555  	0.083593  	0.008691  	0.006501  	0.005494  	0.023214  	0.013466  	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.057366  	0.011473  	2         	dinE4os dinE4o 
eskOba    	6         	0.057527  	0.039536  	0.052741  	0.028711  	0.01915   	0.145787  	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.343453  	0.057242  	0.025244  	0.01224   	0.002504  	0.000737  	0.018272  	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.058997  	0.011799  	2         	eskObas eskOba 
espExo    	6         	0.057527  	0.039536  	0.025937  	0.054536  	0.012945  	0.13705   	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.327531  	0.054589  	0.025244  	0.004872  	0.003114  	0.001221  	0.002995  	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.037446  	0.007489  	2         	espE4o espExo 
fOtos     	5         	0.018093  	0.06341   	0.060157  	0.072013  	0.06679   	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.280462  	0.056092  	0.001005  	0.003372  	0.006074  	0.01602   	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.026471  	0.006618  	3         	fOto rOtos fOtos 
xabOn     	5         	0.018094  	0.125889  	0.054716  	0.028711  	0.092861  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.320271  	0.064054  	0.001869  	0.01086   	0.001269  	0.010229  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.024226  	0.006057  	2         	xamOn xabOn 
lAmpa4a   	7         	0.030033  	0.084683  	0.054628  	0.029669  	0.106561  	0.082783  	0.120673  	--        	--        	--        	--        	--        	--        	--        	--        	0.509031  	0.072719  	0.005811  	0.00783   	0.010835  	0.008222  	0.011287  	0.016238  	--        	--        	--        	--        	--        	--        	--        	--        	0.060223  	0.010037  	2         	mampA4a lAmpa4a 
ZAbe      	4         	0.01961   	0.084683  	0.054716  	0.076687  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.235697  	0.058924  	0.003064  	0.005772  	0.007359  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.016195  	0.005398  	6         	ZAbes sAbe ZamE kAbe ZEbe ZAbe 
lUT       	3         	0.030033  	0.023265  	0.017005  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.070303  	0.023434  	0.001864  	0.001416  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.003281  	0.00164   	1         	lUT 
ma4tILo   	7         	0.081036  	0.125889  	0.103669  	0.07096   	0.036372  	0.008091  	0.150231  	--        	--        	--        	--        	--        	--        	--        	--        	0.576248  	0.082321  	0.016992  	0.01867   	0.009823  	0.00783   	0.005102  	0.004743  	--        	--        	--        	--        	--        	--        	--        	--        	0.06316   	0.010527  	2         	ma4tILo ma4tILe 
mediTIna  	8         	0.081036  	0.110117  	0.030011  	0.030168  	0.015732  	0.048968  	0.086988  	0.144508  	--        	--        	--        	--        	--        	--        	--        	0.547529  	0.068441  	0.01018   	0.003669  	0.000681  	0.001964  	0.003285  	0.0096    	0.01337   	--        	--        	--        	--        	--        	--        	--        	0.042749  	0.006107  	0         	
OLa       	3         	0.008683  	0.00553   	0.039934  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.054147  	0.018049  	0.000939  	0.001061  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.002     	0.001     	12        	Oxa Osa O4a orA OLan Ola Oka oIa OLe ELa aLA ALa 
paJwElo   	7         	0.114944  	0.125889  	0.01214   	0.003703  	0.036092  	0.041889  	0.150231  	--        	--        	--        	--        	--        	--        	--        	--        	0.484887  	0.06927   	0.022263  	0.00206   	0.000554  	0.002683  	0.006277  	0.014745  	--        	--        	--        	--        	--        	--        	--        	--        	0.048583  	0.008097  	3         	paJwEl paJwElos paJwElo 
pAstade...	14        	0.114944  	0.084683  	0.068327  	0.07096   	0.106561  	0.061444  	0.061207  	0.059799  	0.011788  	0.006509  	0.0797    	N/A       	0.136967  	1.0       	--        	1.86289   	0.133064  	0.010214  	0.005809  	0.012372  	0.021721  	0.002968  	0.002706  	0         	0         	0         	0         	0         	0         	1.0       	--        	1.05579   	0.081215  	0         	
pEine     	5         	0.114944  	0.052485  	0.0156    	0.035795  	0.053165  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.271989  	0.054398  	0.006426  	0.001413  	0.001656  	0.004731  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.014227  	0.003557  	0         	
pe4jOdiko 	9         	0.114944  	0.110117  	0.103669  	0.022171  	0.014206  	0.061444  	0.003522  	0.008552  	0.233056  	--        	--        	--        	--        	--        	--        	0.671681  	0.074631  	0.015545  	0.012333  	0.003411  	0.003266  	0         	0.000424  	0         	0.011962  	--        	--        	--        	--        	--        	--        	0.046942  	0.005868  	0         	
plAnCa    	6         	0.114944  	0.021638  	0.03288   	0.035795  	0.002635  	0.145787  	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.35368   	0.058947  	0.002489  	0.006218  	0.007848  	0.00112   	0.001169  	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.018844  	0.003769  	4         	lAnCa plAnta planCA4 plAnCa 
plAto     	5         	0.114944  	0.021638  	0.03288   	0.07096   	0.056409  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.296831  	0.059366  	0.002489  	0.006218  	0.001611  	0.008768  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.019085  	0.004771  	3         	pAto plAtos plAto 
rAdjo     	5         	0.030381  	0.084683  	0.030011  	0.022171  	0.056409  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.223654  	0.044731  	0.003275  	0.003543  	0.002163  	0.003219  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.012201  	0.00305   	0         	
relO      	4         	0.030381  	0.110117  	0.069063  	0.028711  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.238272  	0.059568  	0.010699  	0.008359  	0.004554  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.023611  	0.00787   	5         	pElo rEno jElo rUlo relO 
se4biLEta 	9         	0.064754  	0.110117  	0.103669  	0.026363  	0.015517  	0.008091  	0.016238  	0.056708  	0.14514   	--        	--        	--        	--        	--        	--        	0.546597  	0.060733  	0.00886   	0.012333  	0.002651  	0.000775  	0.000491  	0.000326  	0.006598  	0.055464  	--        	--        	--        	--        	--        	--        	0.087498  	0.010937  	1         	se4biLEtas 
tapEte    	6         	0.061438  	0.125889  	0.025937  	0.054536  	0.080506  	0.05723   	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.405536  	0.067589  	0.004169  	0.00591   	0.003114  	0.006747  	0.016791  	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.036731  	0.007346  	1         	topEte 
tATa      	4         	0.061438  	0.084683  	0.017005  	0.116044  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.27917   	0.069793  	0.003646  	0.001253  	0.001176  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.006075  	0.002025  	5         	tAta tApa kATa tITa tATa 
telEfono  	8         	0.061438  	0.110117  	0.069063  	0.054536  	0.000944  	0.13705   	0.086988  	0.22511   	--        	--        	--        	--        	--        	--        	--        	0.745246  	0.093156  	0.007714  	0.008359  	0.004297  	0.000256  	0.000342  	0.007389  	0.006044  	--        	--        	--        	--        	--        	--        	--        	0.034402  	0.004915  	1         	telEfono 
tenedO4   	7         	0.061438  	0.110117  	0.09504   	0.076687  	0.052903  	0.016862  	0.061812  	--        	--        	--        	--        	--        	--        	--        	--        	0.474858  	0.067837  	0.007714  	0.015553  	0.003274  	0.001059  	0.003058  	0.004017  	--        	--        	--        	--        	--        	--        	--        	--        	0.034674  	0.005779  	1         	tenedO4 
tixE4as   	7         	0.061438  	0.051302  	0.034402  	0.054536  	0.106466  	0.145787  	0.144516  	--        	--        	--        	--        	--        	--        	--        	--        	0.598448  	0.085493  	0.006318  	0.001424  	0.002483  	0.023214  	0.0128    	0.041206  	--        	--        	--        	--        	--        	--        	--        	--        	0.087446  	0.014574  	0         	
toALa     	5         	0.061438  	0.103575  	0.03288   	0.002322  	0.106561  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.306777  	0.061355  	0.006917  	0.000208  	0.00084   	0.001675  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.009641  	0.00241   	1         	toALa 
t4Apo     	5         	0.061438  	0.0468    	0.03288   	0.029669  	0.056409  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.227196  	0.045439  	0.012193  	0.006544  	0.000395  	0.001538  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.02067   	0.005167  	3         	tApo t4Axo at4Apo 
